Key Date;Legal Entity;Business Portfolio;Cohort;Factor Actuals;Factor Estimates
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;005;32;2014;L22100;0,00;0,00
20211231;005;32;2014;L22100;100,00;100,00
20211231;001;51;2005;L41100;100,00;100,00
20211231;001;51;2005;L41100;100,00;100,00
20211231;001;51;2005;L41100;100,00;100,00
20211231;001;51;2005;L41100;87,56;87,56
20211231;001;51;2005;L41100;12,44;12,44
20211231;001;51;2005;L41100;0,00;0,00
20211231;001;51;2005;L41100;0,00;0,00
20211231;001;51;2005;L41100;0,00;0,00
20211231;001;51;2005;L41100;0,00;0,00
20211231;001;51;2005;L41100;100,00;100,00
20211231;001;51;2014;L41100;100,00;100,00
20211231;001;51;2014;L41100;100,00;100,00
20211231;001;51;2014;L41100;100,00;100,00
20211231;001;51;2014;L41100;100,00;100,00
20211231;001;51;2014;L41100;0,00;0,00
20211231;001;51;2014;L41100;0,00;0,00
20211231;001;51;2014;L41100;0,00;0,00
20211231;001;51;2014;L41100;0,00;0,00
20211231;001;51;2014;L41100;100,00;100,00
20211231;001;51;2014;L41100;0,00;0,00
20211231;001;51;2015;L41100;100,00;100,00
20211231;001;51;2015;L41100;100,00;100,00
20211231;001;51;2015;L41100;100,00;100,00
20211231;001;51;2015;L41100;100,00;100,00
20211231;001;51;2015;L41100;0,00;0,00
20211231;001;51;2015;L41100;0,00;0,00
20211231;001;51;2015;L41100;0,00;0,00
20211231;001;51;2015;L41100;0,00;0,00
20211231;001;51;2015;L41100;100,00;100,00
20211231;001;51;2015;L41100;0,00;0,00
20211231;001;51;2016;L41100;0,00;0,00
20211231;001;51;2016;L41100;100,00;100,00
20211231;001;51;2016;L41100;100,00;100,00
20211231;001;51;2016;L41100;100,00;100,00
20211231;001;51;2016;L41100;100,00;100,00
20211231;001;51;2016;L41100;0,00;0,00
20211231;001;51;2016;L41100;0,00;0,00
20211231;001;51;2016;L41100;0,00;0,00
20211231;001;51;2016;L41100;100,00;100,00
20211231;001;51;2016;L41100;0,00;0,00
20211231;001;51;2016;L41500;100,00;100,00
20211231;001;51;2016;L41500;100,00;100,00
20211231;001;51;2016;L41500;0,00;0,00
20211231;001;51;2016;L41500;100,00;100,00
20211231;001;51;2016;L41500;0,00;0,00
20211231;001;51;2016;L41500;100,00;100,00
20211231;001;51;2016;L41500;0,00;0,00
20211231;001;51;2016;L41500;0,00;0,00
20211231;001;51;2016;L41500;0,00;0,00
20211231;001;51;2016;L41500;100,00;100,00
20211231;001;51;2017;L41100;0,00;0,00
20211231;001;51;2017;L41100;100,00;100,00
20211231;001;51;2017;L41100;100,00;100,00
20211231;001;51;2017;L41100;100,00;100,00
20211231;001;51;2017;L41100;100,00;100,00
20211231;001;51;2017;L41100;0,00;0,00
20211231;001;51;2017;L41100;0,00;0,00
20211231;001;51;2017;L41100;0,00;0,00
20211231;001;51;2017;L41100;100,00;100,00
20211231;001;51;2017;L41100;0,00;0,00
20211231;001;51;2018;L41100;100,00;100,00
20211231;001;51;2018;L41100;100,00;100,00
20211231;001;51;2018;L41100;100,00;100,00
20211231;001;51;2018;L41100;100,00;100,00
20211231;001;51;2018;L41100;0,00;0,00
20211231;001;51;2018;L41100;0,00;0,00
20211231;001;51;2018;L41100;0,00;0,00
20211231;001;51;2018;L41100;0,00;0,00
20211231;001;51;2018;L41100;100,00;100,00
20211231;001;51;2018;L41100;0,00;0,00
20211231;001;51;2019;L41100;100,00;100,00
20211231;001;51;2019;L41100;100,00;100,00
20211231;001;51;2019;L41100;100,00;100,00
20211231;001;51;2019;L41100;100,00;100,00
20211231;001;51;2019;L41100;0,00;0,00
20211231;001;51;2019;L41100;0,00;0,00
20211231;001;51;2019;L41100;0,00;0,00
20211231;001;51;2019;L41100;0,00;0,00
20211231;001;51;2019;L41100;100,00;100,00
20211231;001;51;2019;L41100;0,00;0,00
20211231;001;51;2020;L41100;100,00;100,00
20211231;001;51;2020;L41100;100,00;100,00
20211231;001;51;2020;L41100;100,00;100,00
20211231;001;51;2020;L41100;100,00;100,00
20211231;001;51;2020;L41100;0,00;0,00
20211231;001;51;2020;L41100;0,00;0,00
20211231;001;51;2020;L41100;0,00;0,00
20211231;001;51;2020;L41100;0,00;0,00
20211231;001;51;2020;L41100;100,00;100,00
20211231;001;51;2020;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;51;2021;L41100;100,00;100,00
20211231;001;51;2021;L41100;0,00;0,00
20211231;001;52;2020;L41500;100,00;100,00
20211231;001;52;2020;L41500;0,00;0,00
20211231;001;52;2020;L41500;100,00;100,00
20211231;001;52;2020;L41500;0,00;0,00
20211231;001;52;2020;L41500;100,00;100,00
20211231;001;52;2020;L41500;0,00;0,00
20211231;001;52;2020;L41500;100,00;100,00
20211231;001;52;2020;L41500;0,00;0,00
20211231;001;52;2020;L41500;100,00;100,00
20211231;001;52;2020;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;52;2021;L41500;0,00;0,00
20211231;001;52;2021;L41500;100,00;100,00
20211231;001;53;2016;L41500;100,00;100,00
20211231;001;53;2016;L41500;100,00;100,00
20211231;001;53;2016;L41500;0,00;0,00
20211231;001;53;2016;L41500;100,00;100,00
20211231;001;53;2016;L41500;0,00;0,00
20211231;001;53;2016;L41500;100,00;100,00
20211231;001;53;2016;L41500;0,00;0,00
20211231;001;53;2016;L41500;0,00;0,00
20211231;001;53;2016;L41500;0,00;0,00
20211231;001;53;2016;L41500;100,00;100,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41100;83,33;83,33
20211231;001;22;0000;L41100;16,67;16,67
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41100;83,33;83,33
20211231;001;22;0000;L41100;16,67;16,67
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;0,00;0,00
20211231;001;22;0000;L41100;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;100,00;100,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;22;0000;L41600;0,00;0,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;50,75;50,75
20211231;001;11;0000;L12100;49,25;49,25
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;45,95;45,95
20211231;001;11;0000;L12100;54,05;54,05
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;50,75;50,75
20211231;001;11;0000;L12100;49,25;49,25
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;45,95;45,95
20211231;001;11;0000;L12100;54,05;54,05
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;50,75;50,75
20211231;001;11;0000;L12100;49,25;49,25
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;45,95;45,95
20211231;001;11;0000;L12100;54,05;54,05
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;50,75;50,75
20211231;001;11;0000;L12100;49,25;49,25
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;45,95;45,95
20211231;001;11;0000;L12100;54,05;54,05
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;100,00;100,00
20211231;001;11;0000;L12100;45,95;45,95
20211231;001;11;0000;L12100;54,05;54,05
20211231;001;11;0000;L12100;50,75;50,75
20211231;001;11;0000;L12100;49,25;49,25
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12100;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;99,57;99,57
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,43;0,43
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,43;0,43
20211231;001;11;0000;L12200;99,57;99,57
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;99,57;99,57
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,43;0,43
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,43;0,43
20211231;001;11;0000;L12200;99,57;99,57
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;100,00;100,00
20211231;001;11;0000;L12200;0,43;0,43
20211231;001;11;0000;L12200;99,57;99,57
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;11;0000;L12200;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,62;0,62
20211231;001;21;0000;L41600;99,38;99,38
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,62;0,62
20211231;001;21;0000;L41600;99,38;99,38
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,62;0,62
20211231;001;21;0000;L41600;99,38;99,38
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,62;0,62
20211231;001;21;0000;L41600;99,38;99,38
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;100,00;100,00
20211231;001;21;0000;L41600;0,62;0,62
20211231;001;21;0000;L41600;99,38;99,38
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;21;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;31;0000;L41600;0,00;0,00
20211231;001;31;0000;L41600;100,00;100,00
20211231;001;32;2000;L22200;100,00;100,00
20211231;001;32;2000;L22200;100,00;100,00
20211231;001;32;2000;L22200;0,00;0,00
20211231;001;32;2000;L22200;100,00;100,00
20211231;001;32;2000;L22200;0,00;0,00
20211231;001;32;2000;L22200;100,00;100,00
20211231;001;32;2000;L22200;0,00;0,00
20211231;001;32;2000;L22200;0,00;0,00
20211231;001;32;2000;L22200;0,00;0,00
20211231;001;32;2000;L22200;100,00;100,00
20211231;001;32;2010;L22200;100,00;100,00
20211231;001;32;2010;L22200;100,00;100,00
20211231;001;32;2010;L22200;0,00;0,00
20211231;001;32;2010;L22200;100,00;100,00
20211231;001;32;2010;L22200;0,00;0,00
20211231;001;32;2010;L22200;100,00;100,00
20211231;001;32;2010;L22200;0,00;0,00
20211231;001;32;2010;L22200;0,00;0,00
20211231;001;32;2010;L22200;0,00;0,00
20211231;001;32;2010;L22200;100,00;100,00
20211231;001;32;2011;L22200;100,00;100,00
20211231;001;32;2011;L22200;100,00;100,00
20211231;001;32;2011;L22200;100,00;100,00
20211231;001;32;2011;L22200;100,00;100,00
20211231;001;32;2011;L22200;0,00;0,00
20211231;001;32;2011;L22200;100,00;100,00
20211231;001;32;2011;L22200;0,00;0,00
20211231;001;32;2011;L22200;0,00;0,00
20211231;001;32;2011;L22200;0,00;0,00
20211231;001;32;2011;L22200;0,00;0,00
20211231;001;32;2012;L22200;100,00;100,00
20211231;001;32;2012;L22200;100,00;100,00
20211231;001;32;2012;L22200;100,00;100,00
20211231;001;32;2012;L22200;100,00;100,00
20211231;001;32;2012;L22200;0,00;0,00
20211231;001;32;2012;L22200;100,00;100,00
20211231;001;32;2012;L22200;0,00;0,00
20211231;001;32;2012;L22200;0,00;0,00
20211231;001;32;2012;L22200;0,00;0,00
20211231;001;32;2012;L22200;0,00;0,00
20211231;001;32;2013;L22200;100,00;100,00
20211231;001;32;2013;L22200;100,00;100,00
20211231;001;32;2013;L22200;100,00;100,00
20211231;001;32;2013;L22200;100,00;100,00
20211231;001;32;2013;L22200;0,00;0,00
20211231;001;32;2013;L22200;100,00;100,00
20211231;001;32;2013;L22200;0,00;0,00
20211231;001;32;2013;L22200;0,00;0,00
20211231;001;32;2013;L22200;0,00;0,00
20211231;001;32;2013;L22200;0,00;0,00
20211231;001;32;2014;L22200;100,00;100,00
20211231;001;32;2014;L22200;100,00;100,00
20211231;001;32;2014;L22200;100,00;100,00
20211231;001;32;2014;L22200;100,00;100,00
20211231;001;32;2014;L22200;0,00;0,00
20211231;001;32;2014;L22200;100,00;100,00
20211231;001;32;2014;L22200;0,00;0,00
20211231;001;32;2014;L22200;0,00;0,00
20211231;001;32;2014;L22200;0,00;0,00
20211231;001;32;2014;L22200;0,00;0,00
20211231;001;32;2015;L22200;100,00;100,00
20211231;001;32;2015;L22200;100,00;100,00
20211231;001;32;2015;L22200;100,00;100,00
20211231;001;32;2015;L22200;100,00;100,00
20211231;001;32;2015;L22200;0,00;0,00
20211231;001;32;2015;L22200;100,00;100,00
20211231;001;32;2015;L22200;0,00;0,00
20211231;001;32;2015;L22200;0,00;0,00
20211231;001;32;2015;L22200;0,00;0,00
20211231;001;32;2015;L22200;0,00;0,00
20211231;001;32;2016;L22200;100,00;100,00
20211231;001;32;2016;L22200;100,00;100,00
20211231;001;32;2016;L22200;100,00;100,00
20211231;001;32;2016;L22200;100,00;100,00
20211231;001;32;2016;L22200;0,00;0,00
20211231;001;32;2016;L22200;100,00;100,00
20211231;001;32;2016;L22200;0,00;0,00
20211231;001;32;2016;L22200;0,00;0,00
20211231;001;32;2016;L22200;0,00;0,00
20211231;001;32;2016;L22200;0,00;0,00
20211231;001;32;2017;L22200;100,00;100,00
20211231;001;32;2017;L22200;100,00;100,00
20211231;001;32;2017;L22200;100,00;100,00
20211231;001;32;2017;L22200;100,00;100,00
20211231;001;32;2017;L22200;0,00;0,00
20211231;001;32;2017;L22200;100,00;100,00
20211231;001;32;2017;L22200;0,00;0,00
20211231;001;32;2017;L22200;0,00;0,00
