Key Date;Legal Entity;Business Portfolio;Cohort;Factor Actuals;Factor Estimates
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;91,36;91,36
20211231;005;31;0000;L41100;8,64;8,64
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;91,36;91,36
20211231;005;31;0000;L41100;8,64;8,64
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;91,36;91,36
20211231;005;31;0000;L41100;8,64;8,64
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;91,36;91,36
20211231;005;31;0000;L41100;8,64;8,64
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;31;0000;L41100;0,00;0,00
20211231;005;31;0000;L41100;100,00;100,00
20211231;005;21;0000;L41200;97,63;97,63
20211231;005;21;0000;L41200;2,37;2,37
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;6,12;6,12
20211231;005;21;0000;L41200;93,88;93,88
20211231;005;21;0000;L41200;97,03;97,03
20211231;005;21;0000;L41200;2,97;2,97
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;97,63;97,63
20211231;005;21;0000;L41200;2,37;2,37
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;6,12;6,12
20211231;005;21;0000;L41200;93,88;93,88
20211231;005;21;0000;L41200;97,03;97,03
20211231;005;21;0000;L41200;2,97;2,97
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;93,88;93,88
20211231;005;21;0000;L41200;2,97;2,97
20211231;005;21;0000;L41200;97,63;97,63
20211231;005;21;0000;L41200;2,37;2,37
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;6,12;6,12
20211231;005;21;0000;L41200;97,03;97,03
20211231;005;21;0000;L41200;97,63;97,63
20211231;005;21;0000;L41200;2,37;2,37
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;6,12;6,12
20211231;005;21;0000;L41200;93,88;93,88
20211231;005;21;0000;L41200;97,03;97,03
20211231;005;21;0000;L41200;2,97;2,97
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;93,88;93,88
20211231;005;21;0000;L41200;2,97;2,97
20211231;005;21;0000;L41200;97,63;97,63
20211231;005;21;0000;L41200;2,37;2,37
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;6,12;6,12
20211231;005;21;0000;L41200;97,03;97,03
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;21;0000;L41200;0,00;0,00
20211231;005;21;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;99,72;99,72
20211231;005;31;0000;L41200;0,28;0,28
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;99,72;99,72
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,28;0,28
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;99,72;99,72
20211231;005;31;0000;L41200;0,28;0,28
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;31;0000;L41200;0,00;0,00
20211231;005;31;0000;L41200;100,00;100,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;76,95;76,95
20211231;005;32;2000;L22100;23,05;23,05
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;76,95;76,95
20211231;005;32;2000;L22100;23,05;23,05
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;76,95;76,95
20211231;005;32;2000;L22100;23,05;23,05
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2000;L22100;0,00;0,00
20211231;005;32;2000;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;76,72;76,72
20211231;005;32;2001;L22100;23,28;23,28
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;76,72;76,72
20211231;005;32;2001;L22100;23,28;23,28
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2001;L22100;0,00;0,00
20211231;005;32;2001;L22100;100,00;100,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;96,94;96,94
20211231;005;32;2002;L22100;3,06;3,06
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;96,94;96,94
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;3,06;3,06
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2002;L22100;0,00;0,00
20211231;005;32;2002;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;96,94;96,94
20211231;005;32;2003;L22100;3,06;3,06
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;96,94;96,94
20211231;005;32;2003;L22100;3,06;3,06
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2003;L22100;0,00;0,00
20211231;005;32;2003;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;99,68;99,68
20211231;005;32;2004;L22100;0,32;0,32
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;99,68;99,68
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,32;0,32
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;99,68;99,68
20211231;005;32;2004;L22100;0,32;0,32
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2004;L22100;0,00;0,00
20211231;005;32;2004;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;80,51;80,51
20211231;005;32;2005;L22100;19,49;19,49
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;80,51;80,51
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;19,49;19,49
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;80,51;80,51
20211231;005;32;2005;L22100;19,49;19,49
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2005;L22100;0,00;0,00
20211231;005;32;2005;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;96,01;96,01
20211231;005;32;2006;L22100;3,99;3,99
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;96,01;96,01
20211231;005;32;2006;L22100;3,99;3,99
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;96,01;96,01
20211231;005;32;2006;L22100;3,99;3,99
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2006;L22100;0,00;0,00
20211231;005;32;2006;L22100;100,00;100,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;95,25;95,25
20211231;005;32;2007;L22100;4,75;4,75
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;95,25;95,25
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;4,75;4,75
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;95,25;95,25
20211231;005;32;2007;L22100;4,75;4,75
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2007;L22100;0,00;0,00
20211231;005;32;2007;L22100;100,00;100,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;97,25;97,25
20211231;005;32;2008;L22100;2,75;2,75
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;97,25;97,25
20211231;005;32;2008;L22100;2,75;2,75
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;97,25;97,25
20211231;005;32;2008;L22100;2,75;2,75
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2008;L22100;0,00;0,00
20211231;005;32;2008;L22100;100,00;100,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;99,88;99,88
20211231;005;32;2009;L22100;0,12;0,12
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;99,88;99,88
20211231;005;32;2009;L22100;0,12;0,12
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2009;L22100;0,00;0,00
20211231;005;32;2009;L22100;100,00;100,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;94,40;94,40
20211231;005;32;2010;L22100;5,60;5,60
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;94,40;94,40
20211231;005;32;2010;L22100;5,60;5,60
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2010;L22100;0,00;0,00
20211231;005;32;2010;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;99,09;99,09
20211231;005;32;2011;L22100;0,91;0,91
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;99,09;99,09
20211231;005;32;2011;L22100;0,91;0,91
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2011;L22100;0,00;0,00
20211231;005;32;2011;L22100;100,00;100,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2012;L22100;0,00;0,00
20211231;005;32;2012;L22100;100,00;100,00
20211231;005;32;2013;L22100;0,00;0,00
20211231;005;32;2013;L22100;100,00;100,00
